random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate
,,,,,v,1,2.612495,,0,19,19,72,1,cmp_building_006_person_003,S4_building_006_person_003.jpg,0,blank.png,blank.png,person311.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,v,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,3.101885,,0,20,20,5,1,cmp_building_033_cat_012,S1_building_033_cat_012.jpg,1,cat1997.png,cat1997.png,cat1953.png,cat1921.png,cat1927.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,2.00252,,0,21,21,35,1,cmp_building_021_cat_008,S4_building_021_cat_008.jpg,1,cat1953.png,cat1953.png,cat1966.png,cat1835.png,cat1921.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,0.825855,,0,22,22,78,1,cmp_building_011_cat_003,S4_building_011_cat_003.jpg,0,blank.png,blank.png,cat167.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,3.200085,,0,23,23,52,1,cmp_building_022_cat_009,S4_building_022_cat_009.jpg,0,blank.png,blank.png,cat1624.png,cat1707.png,cat1761.png,cat1792.png,cat1636.png,cat1650.png,cat1793.png,cat1757.png,0,4,8,8,7,v,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,3.687215,,0,24,24,96,1,cmp_building_005_person_002,S8_building_005_person_002.jpg,1,person546.png,person546.png,person248.png,person303.png,person367.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,0.993435,,0,25,25,0,1,cmp_shelves_044_toys_003,S1_shelves_044_toys_003.jpg,1,motorcycle341.png,motorcycle341.png,truck96.png,truck83.png,airplane19.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,2.72864,,0,26,26,104,1,cmp_shelves_040_book_013,S8_shelves_040_book_013.jpg,0,blank.png,blank.png,book477.png,book786.png,book915.png,book921.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,1.672755,,0,27,27,55,1,cmp_shelves_050_toys_009,S4_shelves_050_toys_009.jpg,0,blank.png,blank.png,airplane359.png,bus23.png,bus17.png,airplane364.png,airplane413.png,motorcycle306.png,airplane379.png,motorcycle660.png,0,4,8,8,7,v,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,0.81949,,0,28,28,25,1,cmp_mountain_004_sheep_001,S2_mountain_004_sheep_001.jpg,0,blank.png,blank.png,sheep662.png,sheep796.png,sheep858.png,sheep875.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,2.94658,,0,29,29,57,1,cmp_shelves_018_remote_002,S4_shelves_018_remote_002.jpg,1,remote63.png,remote63.png,remote23.png,remote38.png,remote48.png,remote65.png,remote71.png,remote82.png,remote19.png,blank.png,1,4,8,8,7,m,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,2.300355,,0,30,30,45,1,cmp_africansavanna_001_wildanimals_001,S4_africansavanna_001_wildanimals_001.jpg,1,bear384.png,bear384.png,elephant316.png,giraffe5.png,zebra221.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,0.88816,,0,31,31,12,1,cmp_mountain_022_sheep_010,S1_mountain_022_sheep_010.jpg,0,blank.png,blank.png,sheep920.png,sheep1036.png,sheep1087.png,sheep909.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,,0,,,0,32,32,76,1,cmp_shelves_042_toys_001,S4_shelves_042_toys_001.jpg,0,blank.png,blank.png,bus30.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,2.16536,,0,33,33,4,1,cmp_building_050_bird_006,S1_building_050_bird_006.jpg,1,bird709.png,bird709.png,bird680.png,bird1112.png,bird455.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.19863,,0,34,34,66,1,cmp_shelves_052_toys_011,S4_shelves_052_toys_011.jpg,1,bus112.png,bus112.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,m,602052,26,2020-08-16_21h23.57.550,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
