random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt
2992,y,2.578,p,3.564,,0,,0,0,0,11,1,cmp_shelves_015_bottle_004,S1_shelves_015_bottle_004.jpg,0,blank.png,blank.png,bottle1332.png,bottle1090.png,bottle1390.png,bottle1498.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,00000,99,2020-09-14_18h19.01.337,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60,
,,,,,,0,,0,1,1,84,1,cmp_building_039_dog_007,S4_building_039_dog_007.jpg,1,dog519.png,dog519.png,dog592.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,00000,99,2020-09-14_18h19.01.337,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60,
,,,,,,0,,0,2,2,27,1,cmp_shelves_008_fruitvegetal_001,S2_shelves_008_fruitvegetal_001.jpg,1,carrot46.png,carrot46.png,broccoli85.png,apple473.png,orange138.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,00000,99,2020-09-14_18h19.01.337,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60,
,,,,,,0,,0,3,3,60,1,cmp_building_031_person_017,S4_building_031_person_017.jpg,1,person771.png,person771.png,person1039.png,person34.png,person512.png,person513.png,person58.png,person596.png,person842.png,blank.png,0,4,8,8,7,m,00000,99,2020-09-14_18h19.01.337,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60,
,,,,,,0,,0,4,4,25,1,cmp_mountain_004_sheep_001,S2_mountain_004_sheep_001.jpg,0,blank.png,blank.png,sheep662.png,sheep796.png,sheep858.png,sheep875.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,00000,99,2020-09-14_18h19.01.337,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60,
,,,,,,0,,0,5,5,42,1,cmp_building_045_dog_013,S4_building_045_dog_013.jpg,0,blank.png,blank.png,dog1760.png,dog1810.png,dog1887.png,dog1907.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,v,00000,99,2020-09-14_18h19.01.337,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60,
,,,,,m,0,,0,6,6,12,1,cmp_mountain_022_sheep_010,S1_mountain_022_sheep_010.jpg,0,blank.png,blank.png,sheep920.png,sheep1036.png,sheep1087.png,sheep909.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,00000,99,2020-09-14_18h19.01.337,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60,5.425
,,,,,m,0,,0,7,7,73,1,cmp_jungle_009_bird_009,S4_jungle_009_bird_009.jpg,0,blank.png,blank.png,bird435.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,v,00000,99,2020-09-14_18h19.01.337,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60,0.468
,,,,,,0,,0,8,8,110,1,cmp_mountain_016_sheep_004,S8_mountain_016_sheep_004.jpg,0,blank.png,blank.png,sheep1420.png,sheep1560.png,sheep1768.png,sheep1774.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,v,00000,99,2020-09-14_18h19.01.337,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60,
,,,,,,0,,0,9,9,46,1,cmp_jungle_001_bird_001.jpg,S4_jungle_001_bird_001.jpg,1,stm_jungle_001_bird_001_007.png,stm_jungle_001_bird_001_007.png,stm_jungle_001_bird_001_010.png,stm_jungle_001_bird_001_015.png,stm_jungle_001_bird_001_005.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,00000,99,2020-09-14_18h19.01.337,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60,
,,,,,,0,,0,10,10,58,1,cmp_jungle_007_bird_007,S4_jungle_007_bird_007.jpg,1,bird207.png,bird207.png,bird195.png,bird232.png,bird242.png,bird246.png,bird278.png,bird294.png,bird310.png,blank.png,1,4,8,8,7,m,00000,99,2020-09-14_18h19.01.337,vismem_search_builder_pavlovia2,2020.1.2,MacIntel,60,
