random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate
,,,,,m,1,0.83418,,0,10,10,86,1,cmp_shelves_051_toys_010,S4_shelves_051_toys_010.jpg,1,truck262.png,truck262.png,truck167.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,2.201535,,0,11,11,77,1,cmp_shelves_043_toys_002,S4_shelves_043_toys_002.jpg,0,blank.png,blank.png,car138.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.952975,,0,12,12,24,1,cmp_mountain_006_bear_002,S2_mountain_006_bear_002.jpg,1,bear688.png,bear688.png,bear4.png,bear71.png,bear72.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,2.20462,,0,13,13,17,1,cmp_jungle_003_bird_003,S2_jungle_003_bird_003.jpg,1,stm_jugle_003_birds_003_001.png,stm_jugle_003_birds_003_001.png,stm_jugle_003_birds_003_009.png,stm_jugle_003_birds_003_011.png,stm_jugle_003_birds_003_013.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,0.96059,,0,14,14,15,1,cmp_mountain_019_sheep_007,S1_mountain_019_sheep_007.jpg,0,blank.png,blank.png,sheep46.png,sheep53.png,sheep128.png,sheep20.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,0.81659,,0,15,15,80,1,cmp_shelves_029_book_002,S4_shelves_029_book_002.jpg,1,book874.png,book874.png,book1249.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,0.984815,,0,16,16,5,1,cmp_building_033_cat_012,S1_building_033_cat_012.jpg,1,cat1997.png,cat1997.png,cat1953.png,cat1921.png,cat1927.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,2.45835,,0,17,17,59,1,cmp_field_004_farmanimals_004,S4_field_004_farmanimals_004.jpg,1,horse205.png,horse205.png,horse7.png,sheep103.png,sheep106.png,cow69.png,cow232.png,cow15.png,sheep3.png,blank.png,1,4,8,8,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,2.0565,,0,18,18,102,1,cmp_building_003_person_001,S8_building_003_person_001.jpg,1,stm_building_003_person_001_005.png,stm_building_003_person_001_005.png,stm_building_003_person_001_013.png,stm_building_003_person_001_020.png,stm_building_003_person_001_014.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,2.750265,,0,19,19,111,1,cmp_shelves_009_teddybear_002,S8_shelves_009_teddybear_002.jpg,0,blank.png,blank.png,teddy bear107.png,teddy bear123.png,teddy bear226.png,teddy bear241.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.04023,,0,20,20,26,1,cmp_mountain_011_bear_003,S2_mountain_011_bear_003.jpg,1,bear46.png,bear46.png,bear145.png,bear70.png,bear215.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,0.756775,,0,21,21,4,1,cmp_building_050_bird_006,S1_building_050_bird_006.jpg,1,bird709.png,bird709.png,bird680.png,bird1112.png,bird455.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.371485,,0,22,22,35,1,cmp_building_021_cat_008,S4_building_021_cat_008.jpg,1,cat1953.png,cat1953.png,cat1966.png,cat1835.png,cat1921.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,3.47044,,0,23,23,43,1,cmp_mountain_020_sheep_008,S4_mountain_020_sheep_008.jpg,0,blank.png,blank.png,sheep474.png,sheep356.png,sheep455.png,sheep483.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.389345,,0,24,24,19,1,cmp_building_004_sheep_001,S2_building_004_sheep_001.jpg,1,stm_building_004_sheep_001_009.png,stm_building_004_sheep_001_009.png,stm_building_004_sheep_001_014.png,stm_building_004_sheep_001_015.png,stm_building_004_sheep_001_010.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.672065,,0,25,25,18,1,cmp_building_052_bird_008,S2_building_052_bird_008.jpg,1,bird936.png,bird936.png,bird927.png,bird935.png,bird938.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,3.89966,,0,26,26,98,1,cmp_building_035_dog_003,S8_building_035_dog_003.jpg,1,dog587.png,dog587.png,dog455.png,dog499.png,dog557.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,5.144375,,0,27,27,104,1,cmp_shelves_040_book_013,S8_shelves_040_book_013.jpg,0,blank.png,blank.png,book477.png,book786.png,book915.png,book921.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,2.846355,,0,28,28,107,1,cmp_shelves_020_remote_004,S8_shelves_020_remote_004.jpg,0,blank.png,blank.png,remote258.png,remote260.png,remote361.png,remote269.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.617145,,0,29,29,2,1,cmp_building_018_cat_005,S1_building_018_cat_005.jpg,1,cat1440.png,cat1440.png,cat1534.png,cat1396.png,cat1452.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,2.2172,,0,30,30,90,1,cmp_building_032_cat_011,S4_building_032_cat_011.jpg,0,blank.png,blank.png,cat206.png,cat219.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,2.59455,,0,31,31,38,1,cmp_building_047_bird_003,S4_building_047_bird_003.jpg,0,bird370.png,blank.png,bird417.png,bird489.png,bird389.png,bird358.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,3.67764,,0,32,32,12,1,cmp_mountain_022_sheep_010,S1_mountain_022_sheep_010.jpg,0,blank.png,blank.png,sheep920.png,sheep1036.png,sheep1087.png,sheep909.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,6.770565,,0,33,33,44,1,cmp_shelves_001_pottedplant001,S4_shelves_001_pottedplant_001.jpg,1,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_009.png,stm_shelves_001_pottedplant_001_014.png,stm_shelves_001_pottedplant_001_016.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,3.14942,,0,34,34,81,1,cmp_shelves_053_toys_012,S4_shelves_053_toys_012.jpg,1,motorcycle509.png,motorcycle509.png,airplane136.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,5.08598,,0,35,35,49,1,cmp_mountain_021_sheep_009,S4_mountain_021_sheep_009.jpg,0,blank.png,blank.png,sheep760.png,sheep655.png,sheep710.png,sheep654.png,sheep618.png,sheep761.png,sheep719.png,sheep739.png,1,4,8,8,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,5.54567,,0,36,36,91,1,cmp_building_017_cat_004,S4_building_017_cat_004.jpg,0,blank.png,blank.png,cat800.png,cat830.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,1.04899,,0,37,37,76,1,cmp_shelves_042_toys_001,S4_shelves_042_toys_001.jpg,0,blank.png,blank.png,bus30.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,2.51625,,0,38,38,54,1,cmp_shelves_036_book_009,S4_shelves_036_book_009.jpg,0,blank.png,blank.png,book670.png,book778.png,book672.png,book674.png,book694.png,book660.png,book656.png,book688.png,0,4,8,8,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,5.5667,,0,39,39,110,1,cmp_mountain_016_sheep_004,S8_mountain_016_sheep_004.jpg,0,blank.png,blank.png,sheep1420.png,sheep1560.png,sheep1768.png,sheep1774.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,v,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.0578,,0,40,40,64,1,cmp_stadium_001_person_001,S4_stadium_001_person_001.jpg,1,stadium_001_person_010.png,stadium_001_person_010.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,,0,,,0,41,41,103,1,cmp_shelves_014_bottle_003,S8_shelves_014_bottle_003.jpg,1,bottle244.png,bottle244.png,bottle465.png,bottle409.png,bottle197.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,701522,23,2020-08-05_10h49.09.527,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
