random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate
1587,y,7.275805,m,3.169885,v,0,7.010975,,0,0,0,19,1,cmp_building_004_sheep_001,S2_building_004_sheep_001.jpg,1,stm_building_004_sheep_001_009.png,stm_building_004_sheep_001_009.png,stm_building_004_sheep_001_014.png,stm_building_004_sheep_001_015.png,stm_building_004_sheep_001_010.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,0000,24,2020-08-21_17h51.57.767,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,3.10984,,0,1,1,100,1,cmp_shelves_016_cup_001,S8_shelves_016_cup_001.jpg,1,cup406.png,cup406.png,cup356.png,cup636.png,cup677.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,0000,24,2020-08-21_17h51.57.767,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,5.60923,,0,2,2,96,1,cmp_building_005_person_002,S8_building_005_person_002.jpg,1,person546.png,person546.png,person248.png,person303.png,person367.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,0000,24,2020-08-21_17h51.57.767,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,1.322475,,0,3,3,76,1,cmp_shelves_042_toys_001,S4_shelves_042_toys_001.jpg,0,blank.png,blank.png,bus30.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,0000,24,2020-08-21_17h51.57.767,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,1.801885,,0,4,4,95,1,cmp_mountain_013_bird_001,S4_mountain_013_bird_001.jpg,0,blank.png,blank.png,bird152.png,bird403.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,v,0000,24,2020-08-21_17h51.57.767,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,2.43168,,0,5,5,107,1,cmp_shelves_020_remote_004,S8_shelves_020_remote_004.jpg,0,blank.png,blank.png,remote258.png,remote260.png,remote361.png,remote269.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,0000,24,2020-08-21_17h51.57.767,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,1.80264,,0,6,6,70,1,cmp_shelves_049_toys_008,S4_shelves_049_toys_008.jpg,1,truck627.png,truck627.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,m,0000,24,2020-08-21_17h51.57.767,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,2.00125,,0,7,7,105,1,cmp_shelves_021_remote_005,S8_shelves_021_remote_005.jpg,0,blank.png,blank.png,remote353.png,remote357.png,remote358.png,remote373.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,0000,24,2020-08-21_17h51.57.767,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,1.272625,,0,8,8,67,1,cmp_field_008_farmanimals_008,S4_field_008_farmanimals_008.jpg,1,sheep913.png,sheep913.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,m,0000,24,2020-08-21_17h51.57.767,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
