random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt
5382,y,98.522,w,10.791,,0,,0,0,0,8,1,cmp_shelves_026_vase_002,S1_shelves_026_vase_002.jpg,0,blank.png,blank.png,vase179.png,vase975.png,vase1032.png,vase556.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,,0,,0,1,1,22,1,cmp_shelves_002_fruits_001,S2_shelves_002_fruits_001.jpg,0,blank.png,blank.png,stm_shelves_001_fruits_001_012.png,stm_shelves_001_fruits_001_010.png,stm_shelves_001_fruits_001_009.png,stm_shelves_001_fruits_001_013.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,,0,,0,2,2,36,1,cmp_field_001_farmanimals_007,S4_field_001_farmanimals_007.jpg,0,blank.png,blank.png,cow375.png,cow361.png,horse620.png,sheep317.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,,0,,0,3,3,84,1,cmp_building_039_dog_007,S4_building_039_dog_007.jpg,1,dog519.png,dog519.png,dog592.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,,0,,0,4,4,1,1,cmp_building_028_person_014,S1_building_028_person_014.jpg,1,person1293.png,person1293.png,person1501.png,person1447.png,person1485.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,,0,,0,5,5,104,1,cmp_shelves_040_book_013,S8_shelves_040_book_013.jpg,0,blank.png,blank.png,book477.png,book786.png,book915.png,book921.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,,0,,0,6,6,31,1,cmp_mountain_024_cow_004,S2_mountain_024_cow_004.jpg,0,blank.png,blank.png,cow289.png,cow337.png,cow306.png,cow452.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,,0,,0,7,7,28,1,cmp_field_002_farmanimals_002,S2_field_002_farmanimals_002.jpg,0,blank.png,blank.png,cow120.png,cow65.png,horse126.png,cow325.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,,0,,0,8,8,95,1,cmp_mountain_013_bird_001,S4_mountain_013_bird_001.jpg,0,blank.png,blank.png,bird152.png,bird403.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,m,0,,0,9,9,12,1,cmp_mountain_022_sheep_010,S1_mountain_022_sheep_010.jpg,0,blank.png,blank.png,sheep920.png,sheep1036.png,sheep1087.png,sheep909.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,6.649
,,,,,,0,,0,10,10,5,1,cmp_building_033_cat_012,S1_building_033_cat_012.jpg,1,cat1997.png,cat1997.png,cat1953.png,cat1921.png,cat1927.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,m,0,,0,11,11,11,1,cmp_shelves_015_bottle_004,S1_shelves_015_bottle_004.jpg,0,blank.png,blank.png,bottle1332.png,bottle1090.png,bottle1390.png,bottle1498.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,1.923
,,,,,,0,,0,12,12,56,1,cmp_shelves_027_vase_003,S4_shelves_027_vase_003.jpg,1,vase549.png,vase549.png,vase127.png,vase136.png,vase162.png,vase330.png,vase602.png,vase640.png,vase654.png,blank.png,1,4,8,8,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,m,1,,0,13,13,82,1,cmp_building_049_bird_005,S4_building_049_bird_005.jpg,1,bird1082.png,bird1082.png,bird1040.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,3.231
,,,,,,0,,0,14,14,42,1,cmp_building_045_dog_013,S4_building_045_dog_013.jpg,0,blank.png,blank.png,dog1760.png,dog1810.png,dog1887.png,dog1907.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,m,0,,0,15,15,39,1,cmp_mountain_017_sheep_005,S4_mountain_017_sheep_005.jpg,0,blank.png,blank.png,sheep1498.png,sheep1552.png,sheep1422.png,sheep1597.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,3.162
,,,,,,0,,0,16,16,77,1,cmp_shelves_043_toys_002,S4_shelves_043_toys_002.jpg,0,blank.png,blank.png,car138.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,m,0,,0,17,17,88,1,cmp_building_014_person_007,S4_building_014_person_007.jpg,0,blank.png,blank.png,person120.png,person198.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,3.946
,,,,,m,1,,0,18,18,34,1,cmp_building_001_dog_001,S4_building_001_dog_001.jpg,1,stm_builging_001_dog_001_010.png,stm_builging_001_dog_001_010.png,stm_builging_001_dog_001_006.png,stm_builging_001_dog_001_012.png,stm_builging_001_dog_001_015.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,3.668
,,,,,m,1,,0,19,19,58,1,cmp_jungle_007_bird_007,S4_jungle_007_bird_007.jpg,1,bird207.png,bird207.png,bird195.png,bird232.png,bird242.png,bird246.png,bird278.png,bird294.png,bird310.png,blank.png,1,4,8,8,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,2.537
,,,,,v,1,,0,20,20,23,1,cmp_mountain_009_horse _001,S2_mountain_009_horse _001.jpg,0,blank.png,blank.png,horse1643.png,horse1105.png,horse1725.png,horse1447.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,2.422
,,,,,,0,,0,21,21,54,1,cmp_shelves_036_book_009,S4_shelves_036_book_009.jpg,0,blank.png,blank.png,book670.png,book778.png,book672.png,book674.png,book694.png,book660.png,book656.png,book688.png,0,4,8,8,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,m,0,,0,22,22,89,1,cmp_building_015_person_008,S4_building_015_person_008.jpg,0,blank.png,blank.png,person100.png,person108.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,4.324
,,,,,v,1,,0,23,23,50,1,cmp_shelves_038_book_011,S4_shelves_038_book_011.jpg,0,blank.png,blank.png,book546.png,book620.png,book1262.png,book634.png,book633.png,book1096.png,book1261.png,book1265.png,1,4,8,8,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,4.17
,,,,,m,1,,0,24,24,97,1,cmp_shelves_031_book_004,S8_shelves_031_book_004.jpg,1,book1164.png,book1164.png,book692.png,book935.png,book499.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,5.619
,,,,,m,0,,0,25,25,20,1,cmp_jungle_004_bird_004,S2_jungle_004_bird_004.jpg,0,blank.png,blank.png,bird224.png,bird133.png,bird244.png,bird131.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,4.643
,,,,,v,1,,0,26,26,10,1,cmp_building_020_cat_007,S1_building_020_cat_007.jpg,0,blank.png,blank.png,cat1553.png,cat1557.png,cat1569.png,cat1630.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,3.653
,,,,,,0,,0,27,27,63,1,cmp_building_041_dog_009,S4_building_041_dog_009.jpg,1,dog583.png,dog583.png,dog301.png,dog446.png,dog447.png,dog461.png,dog475.png,dog541.png,dog562.png,blank.png,0,4,8,8,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,m,1,,0,28,28,6,1,cmp_building_043_dog_011,S1_building_043_dog_011.jpg,1,dog1389.png,dog1389.png,dog1385.png,dog1267.png,dog1402.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,1.699
,,,,,v,0,,0,29,29,99,1,cmp_mountain_025_cow_005,S8_mountain_025_cow_005.jpg,1,cow396.png,cow396.png,cow241.png,cow340.png,cow343.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,3.715
,,,,,m,1,,0,30,30,19,1,cmp_building_004_sheep_001,S2_building_004_sheep_001.jpg,1,stm_building_004_sheep_001_009.png,stm_building_004_sheep_001_009.png,stm_building_004_sheep_001_014.png,stm_building_004_sheep_001_015.png,stm_building_004_sheep_001_010.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,1.925
,,,,,m,0,,0,31,31,48,1,cmp_shelves_030_book_003,S4_shelves_030_book_003.jpg,0,blank.png,blank.png,book106.png,book150.png,book237.png,book549.png,book9.png,book417.png,book51.png,book396.png,1,4,8,8,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,1.74
,,,,,v,1,,0,32,32,43,1,cmp_mountain_020_sheep_008,S4_mountain_020_sheep_008.jpg,0,blank.png,blank.png,sheep474.png,sheep356.png,sheep455.png,sheep483.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,2.498
,,,,,v,1,,0,33,33,75,1,cmp_jungle_011_bird_011,S4_jungle_011_bird_011.jpg,0,blank.png,blank.png,bird1369.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,2.33
,,,,,,0,,0,34,34,79,1,cmp_shelves_048_toys_007,S4_shelves_048_toys_007.jpg,0,blank.png,blank.png,airplane180.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
,,,,,v,0,,0,35,35,26,1,cmp_mountain_011_bear_003,S2_mountain_011_bear_003.jpg,1,bear46.png,bear46.png,bear145.png,bear70.png,bear215.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,1.71
,,,,,m,0,,0,36,36,107,1,cmp_shelves_020_remote_004,S8_shelves_020_remote_004.jpg,0,blank.png,blank.png,remote258.png,remote260.png,remote361.png,remote269.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,3.96
,,,,,m,1,,0,37,37,35,1,cmp_building_021_cat_008,S4_building_021_cat_008.jpg,1,cat1953.png,cat1953.png,cat1966.png,cat1835.png,cat1921.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,4.004
,,,,,,0,,0,38,38,44,1,cmp_shelves_001_pottedplant001,S4_shelves_001_pottedplant_001.jpg,1,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_009.png,stm_shelves_001_pottedplant_001_014.png,stm_shelves_001_pottedplant_001_016.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,00000,21,2020-08-21_21h38.02.325,vismem_search_builder_pavlovia2,2020.1.2,Win32,60,
