random_ID,key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_2.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,FILE_CMP_IMAGE,FILE_SEARCH_IMAGE,TARGET,TARGET_NAME,TARGET_MEM,D1,D2,D3,D4,D5,D6,D7,D8,CONTEXT,VISUAL_SET_SIZE,MEM_SET_SIZE,stDur_Mem,stDur_VS,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate
,,,,,m,1,1.9428,,0,20,20,60,1,cmp_building_031_person_017,S4_building_031_person_017.jpg,1,person771.png,person771.png,person1039.png,person34.png,person512.png,person513.png,person58.png,person596.png,person842.png,blank.png,0,4,8,8,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,4.569,,0,21,21,89,1,cmp_building_015_person_008,S4_building_015_person_008.jpg,0,blank.png,blank.png,person100.png,person108.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,3.8437,,0,22,22,101,1,cmp_building_051_bird_007,S8_building_051_bird_007.jpg,1,bird596.png,bird596.png,bird663.png,bird540.png,bird661.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.3067,,0,23,23,0,1,cmp_shelves_044_toys_003,S1_shelves_044_toys_003.jpg,1,motorcycle341.png,motorcycle341.png,truck96.png,truck83.png,airplane19.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.4809,,0,24,24,103,1,cmp_shelves_014_bottle_003,S8_shelves_014_bottle_003.jpg,1,bottle244.png,bottle244.png,bottle465.png,bottle409.png,bottle197.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,3.2791,,0,25,25,100,1,cmp_shelves_016_cup_001,S8_shelves_016_cup_001.jpg,1,cup406.png,cup406.png,cup356.png,cup636.png,cup677.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,4.5575,,0,26,26,72,1,cmp_building_006_person_003,S4_building_006_person_003.jpg,0,blank.png,blank.png,person311.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,5.883,,0,27,27,97,1,cmp_shelves_031_book_004,S8_shelves_031_book_004.jpg,1,book1164.png,book1164.png,book692.png,book935.png,book499.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,2.7668,,0,28,28,10,1,cmp_building_020_cat_007,S1_building_020_cat_007.jpg,0,blank.png,blank.png,cat1553.png,cat1557.png,cat1569.png,cat1630.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,1.4281,,0,29,29,106,1,cmp_mountain_018_sheep_006,S8_mountain_018_sheep_006.jpg,0,blank.png,blank.png,sheep1610.png,sheep1647.png,sheep1786.png,sheep1673.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,5.2297,,0,30,30,57,1,cmp_shelves_018_remote_002,S4_shelves_018_remote_002.jpg,1,remote63.png,remote63.png,remote23.png,remote38.png,remote48.png,remote65.png,remote71.png,remote82.png,remote19.png,blank.png,1,4,8,8,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,2.4673,,0,31,31,20,1,cmp_jungle_004_bird_004,S2_jungle_004_bird_004.jpg,0,blank.png,blank.png,bird224.png,bird133.png,bird244.png,bird131.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.0804,,0,32,32,80,1,cmp_shelves_029_book_002,S4_shelves_029_book_002.jpg,1,book874.png,book874.png,book1249.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.7195,,0,33,33,81,1,cmp_shelves_053_toys_012,S4_shelves_053_toys_012.jpg,1,motorcycle509.png,motorcycle509.png,airplane136.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,4.6563,,0,34,34,9,1,cmp_building_026_person_012,S1_building_026_person_012.jpg,0,blank.png,blank.png,person150.png,person390.png,person137.png,person140.png,blank.png,blank.png,blank.png,blank.png,1,1,4,4,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.2174,,0,35,35,66,1,cmp_shelves_052_toys_011,S4_shelves_052_toys_011.jpg,1,bus112.png,bus112.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.2844,,0,36,36,19,1,cmp_building_004_sheep_001,S2_building_004_sheep_001.jpg,1,stm_building_004_sheep_001_009.png,stm_building_004_sheep_001_009.png,stm_building_004_sheep_001_014.png,stm_building_004_sheep_001_015.png,stm_building_004_sheep_001_010.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.8895,,0,37,37,18,1,cmp_building_052_bird_008,S2_building_052_bird_008.jpg,1,bird936.png,bird936.png,bird927.png,bird935.png,bird938.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,3.1674,,0,38,38,96,1,cmp_building_005_person_002,S8_building_005_person_002.jpg,1,person546.png,person546.png,person248.png,person303.png,person367.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,1.3183,,0,39,39,22,1,cmp_shelves_002_fruits_001,S2_shelves_002_fruits_001.jpg,0,blank.png,blank.png,stm_shelves_001_fruits_001_012.png,stm_shelves_001_fruits_001_010.png,stm_shelves_001_fruits_001_009.png,stm_shelves_001_fruits_001_013.png,blank.png,blank.png,blank.png,blank.png,1,2,4,4,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,3.8451,,0,40,40,41,1,cmp_africansavanna_003_wildanimals_003,S4_africansavanna_003_wildanimals_003.jpg,0,blank.png,blank.png,elephant449.png,giraffe169.png,zebra311.png,giraffe738.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,1.3285,,0,41,41,92,1,cmp_building_024_person_010,S4_building_024_person_010.jpg,0,blank.png,blank.png,person1015.png,person1089.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,2,2,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,0.9526,,0,42,42,35,1,cmp_building_021_cat_008,S4_building_021_cat_008.jpg,1,cat1953.png,cat1953.png,cat1966.png,cat1835.png,cat1921.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.8302,,0,43,43,26,1,cmp_mountain_011_bear_003,S2_mountain_011_bear_003.jpg,1,bear46.png,bear46.png,bear145.png,bear70.png,bear215.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,2,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,4.2843,,0,44,44,42,1,cmp_building_045_dog_013,S4_building_045_dog_013.jpg,0,blank.png,blank.png,dog1760.png,dog1810.png,dog1887.png,dog1907.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,2.3716,,0,45,45,105,1,cmp_shelves_021_remote_005,S8_shelves_021_remote_005.jpg,0,blank.png,blank.png,remote353.png,remote357.png,remote358.png,remote373.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,2.4662,,0,46,46,44,1,cmp_shelves_001_pottedplant001,S4_shelves_001_pottedplant_001.jpg,1,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_002.png,stm_shelves_001_pottedplant_001_009.png,stm_shelves_001_pottedplant_001_014.png,stm_shelves_001_pottedplant_001_016.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,0.9965,,0,47,47,78,1,cmp_building_011_cat_003,S4_building_011_cat_003.jpg,0,blank.png,blank.png,cat167.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.8071,,0,48,48,83,1,cmp_field_006_farmanimals_006,S4_field_006_farmanimals_006.jpg,1,sheep386.png,sheep386.png,cow128.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,2,2,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,3.4141,,0,49,49,48,1,cmp_shelves_030_book_003,S4_shelves_030_book_003.jpg,0,blank.png,blank.png,book106.png,book150.png,book237.png,book549.png,book9.png,book417.png,book51.png,book396.png,1,4,8,8,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,3.1532,,0,50,50,75,1,cmp_jungle_011_bird_011,S4_jungle_011_bird_011.jpg,0,blank.png,blank.png,bird1369.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.9296,,0,51,51,62,1,cmp_shelves_047_toys_006,S4_shelves_047_toys_006.jpg,1,bus328.png,bus328.png,bus558.png,car108.png,car112.png,car82.png,motorcycle779.png,airplane17.png,airplane4.png,blank.png,0,4,8,8,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,2.6437,,0,52,52,33,1,cmp_shelves_039_book_012,S4_shelves_039_book_012.jpg,1,book1310.png,book1310.png,book1064.png,book1213.png,book172.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,1,1.4525,,0,53,53,14,1,cmp_shelves_035_book_008,S1_shelves_035_book_008.jpg,0,blank.png,blank.png,book271.png,book113.png,book484.png,book429.png,blank.png,blank.png,blank.png,blank.png,0,1,4,4,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,5.834,,0,54,54,63,1,cmp_building_041_dog_009,S4_building_041_dog_009.jpg,1,dog583.png,dog583.png,dog301.png,dog446.png,dog447.png,dog461.png,dog475.png,dog541.png,dog562.png,blank.png,0,4,8,8,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.977,,0,55,55,34,1,cmp_building_001_dog_001,S4_building_001_dog_001.jpg,1,stm_builging_001_dog_001_010.png,stm_builging_001_dog_001_010.png,stm_builging_001_dog_001_006.png,stm_builging_001_dog_001_012.png,stm_builging_001_dog_001_015.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,4.5984,,0,56,56,65,1,cmp_sky_004_kite_004,S4_sky_004_kite_004.jpg,1,kite630.png,kite630.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,4,1,1,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,2.3114,,0,57,57,40,1,cmp_mountain_003_cow_001,S4_mountain_003_cow_001.jpg,0,blank.png,blank.png,cow77.png,cow241.png,cow192.png,cow256.png,blank.png,blank.png,blank.png,blank.png,0,4,4,4,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,0,5.014,,0,58,58,109,1,cmp_building_023_cat_010,S8_building_023_cat_010.jpg,0,blank.png,blank.png,cat1497.png,cat1551.png,cat1592.png,cat1671.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,v,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.1838,,0,59,59,68,1,cmp_building_010_cat_002,S4_building_010_cat_002.jpg,1,cat105.png,cat105.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,4,1,1,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,m,1,1.3694,,0,60,60,102,1,cmp_building_003_person_001,S8_building_003_person_001.jpg,1,stm_building_003_person_001_005.png,stm_building_003_person_001_005.png,stm_building_003_person_001_013.png,stm_building_003_person_001_020.png,stm_building_003_person_001_014.png,blank.png,blank.png,blank.png,blank.png,blank.png,0,8,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
,,,,,v,0,5.0521,,0,61,61,98,1,cmp_building_035_dog_003,S8_building_035_dog_003.jpg,1,dog587.png,dog587.png,dog455.png,dog499.png,dog557.png,blank.png,blank.png,blank.png,blank.png,blank.png,1,8,4,4,7,m,0001,27,2023-06-17_17h47.46.411,vismem_search_builder_pavlovia2,2020.1.2,Win32,60
